,Client_Income,House_Own,Credit_Amount,Client_Marital_Status,Client_Gender,Age_Days,Employed_Days,Client_Family_Members
3991,12803,0,30000,M,Female,22630,7655,4
3992,7949,0,100000,M,Male,13505,3544,2
3993,9501,1,100000,M,Female,16425,6394,4
3994,9323,1,40000,M,Female,21170,848,3
3995,11485,1,5000,D,Female,15695,2835,3
3996,9264,0,60000,D,Female,7300,135,2
3997,4967,1,30000,M,Male,13140,260,3
3998,9427,1,70000,S,Male,11315,3582,1
3999,8659,0,10000,M,Male,13140,1069,3
4000,24339,1,50000,S,Female,14600,4305,0
4001,28149,1,40000,S,Male,9490,1465,1
4002,3644,1,80000,M,Male,9855,1234,2
4003,11949,1,70000,M,Male,14600,2346,3
4004,19905,0,90000,M,Male,21900,14959,1
4005,15658,0,10000,W,Female,11315,3746,4
4006,27770,1,100000,D,Male,14600,1657,0
4007,20752,1,50000,S,Female,10220,1387,0
4008,24653,1,50000,M,Male,12775,5522,0
4009,6426,1,5000,M,Male,18615,4813,2
4010,13025,0,20000,S,Male,17520,6454,2
4011,14207,0,30000,S,Male,8030,236,2
4012,15922,1,40000,M,Male,9490,1491,3
4013,8325,1,20000,M,Female,15330,6498,1
4014,6936,0,70000,M,Male,16425,7969,3
4015,20685,0,20000,S,Female,21900,8624,1
4016,4633,0,100000,M,Male,14600,3919,1
4017,5881,1,50000,M,Female,6935,187,0
4018,37510,1,20000,M,Male,12775,5060,0
4019,7239,0,10000,M,Female,12775,5720,1
4020,25019,0,40000,M,Female,17885,4883,0
4021,8248,1,10000,S,Male,21535,3421,1
4022,12966,0,90000,M,Male,17155,9544,0
4023,15703,1,80000,M,Female,18980,5363,5
4024,9696,0,90000,S,Female,12045,3093,1
4025,16777,0,30000,M,Female,10220,2197,3
4026,7178,1,90000,S,Male,9855,930,0
4027,6209,0,5000,S,Male,6935,2,2
4028,29001,1,90000,W,Male,7300,589,1
4029,28053,0,80000,D,Female,15330,3225,4
4030,7335,0,5000,M,Female,12045,3253,1
4031,3559,0,80000,M,Male,9125,1165,4
4032,32866,1,50000,S,Male,11680,2250,1
4033,17008,1,50000,W,Male,21900,140,5
4034,6287,1,30000,M,Female,16790,9580,2
4035,12551,1,50000,M,Female,13870,2945,0
4036,9385,0,100000,M,Male,12045,3239,0
4037,5375,0,20000,M,Female,9125,1861,0
4038,8348,0,70000,M,Male,21170,1453,1
4039,13193,1,20000,M,Female,21535,10338,1
4040,25153,0,5000,M,Male,7665,437,0
4041,13384,1,90000,M,Male,13140,5839,0
4042,8175,1,70000,M,Female,6935,306,0
4043,25460,0,100000,S,Female,20075,4030,0
4044,15854,0,20000,S,Female,6935,207,1
4045,26096,1,30000,M,Male,13505,5065,1
4046,5569,0,80000,S,Female,21170,7080,2
4047,16913,1,50000,S,Female,9490,2144,2
4048,4755,1,10000,D,Male,15330,4742,0
4049,9723,0,40000,M,Female,9125,2110,1
4050,18822,1,80000,M,Male,18250,144,0
4051,14760,1,5000,M,Male,22630,2669,0
4052,10564,1,30000,M,Female,20075,5628,3
4053,13385,1,70000,M,Female,18615,11643,4
4054,8157,1,30000,M,Male,15695,1657,3
4055,10811,1,40000,S,Female,8030,493,4
4056,23611,0,90000,M,Male,14600,4527,3
4057,8897,1,60000,S,Female,14235,631,1
4058,30107,1,20000,S,Male,9855,2850,3
4059,7948,1,40000,S,Female,19345,8613,1
4060,6405,1,70000,M,Female,17155,5821,0
4061,14251,1,70000,S,Male,10950,3361,1
4062,12536,0,50000,M,Male,8030,346,1
4063,13573,1,40000,S,Female,18250,9658,2
4064,14749,0,70000,M,Male,12775,196,1
4065,19581,1,20000,M,Female,12045,3064,0
4066,15634,0,50000,M,Female,9490,1506,5
4067,6415,0,30000,M,Male,22995,8032,3
4068,9112,0,80000,M,Male,10220,1711,1
4069,28823,0,90000,S,Female,12775,5600,1
4070,8439,1,5000,D,Female,17520,9480,2
4071,9152,1,70000,M,Female,9490,257,0
4072,9532,0,50000,M,Female,13140,5312,2
4073,18949,1,50000,M,Male,18615,5394,1
4074,9542,0,20000,S,Female,15330,2872,3
4075,7936,1,5000,S,Male,12775,2448,5
4076,7170,1,100000,M,Male,22630,15682,0
4077,11482,1,10000,M,Female,18980,2488,1
4078,9830,0,60000,M,Female,15695,1789,1
4079,12265,1,20000,D,Male,13140,2035,0
4080,17886,0,60000,M,Female,6935,113,1
4081,16950,0,40000,M,Female,21170,8082,1
4082,5699,1,70000,M,Female,21900,13540,1
4083,26310,1,70000,M,Female,13140,4474,0
4084,13102,0,90000,S,Female,8030,907,1
4085,12638,1,50000,S,Male,14600,5136,0
4086,22092,0,5000,D,Female,15695,8342,0
4087,6197,0,80000,M,Male,21535,518,3
4088,12326,0,60000,M,Male,14600,6019,5
4089,17948,1,80000,S,Female,8395,187,2
4090,6474,0,50000,W,Female,12775,5637,0
4091,20017,0,30000,S,Male,6935,264,0
4092,29507,1,50000,S,Male,8395,1798,1
4093,34134,0,60000,M,Female,20075,3480,2
4094,9265,1,50000,D,Male,20805,1105,3
4095,14652,1,70000,S,Female,22630,13556,1
4096,9687,1,50000,M,Female,22995,13475,3
4097,27509,1,5000,M,Female,17520,10295,2
4098,6905,1,40000,M,Female,9125,1802,1
4099,17788,1,100000,M,Male,18615,11285,4
4100,8755,0,70000,M,Male,16790,6062,3
4101,12176,0,10000,S,Female,7300,93,6
4102,5952,0,80000,M,Male,10220,2893,0
4103,21501,1,40000,S,Female,14600,7,1
4104,10289,1,5000,W,Female,20805,11963,0
4105,10323,0,20000,D,Female,9855,1937,1
4106,7259,0,30000,W,Female,14965,6571,3
4107,6696,1,50000,W,Male,14965,4067,4
4108,33108,1,60000,M,Female,7665,750,1
4109,14650,0,30000,D,Female,15695,4455,1
4110,7431,1,90000,M,Female,16425,2443,3
4111,14119,1,5000,M,Female,12045,4959,2
4112,13833,0,30000,M,Female,17520,5549,0
4113,13901,1,80000,M,Male,22265,6492,1
4114,11572,1,50000,W,Female,10220,1626,2
4115,10509,0,5000,D,Female,11680,1491,0
4116,9712,1,20000,M,Female,15695,7305,0
4117,5581,1,30000,D,Female,7300,434,1
4118,15857,1,20000,M,Female,17885,8901,0
4119,5499,0,80000,M,Female,14965,1326,0
4120,18398,0,60000,S,Male,8030,1302,1
4121,4520,1,30000,S,Male,14600,7343,4
4122,15369,0,40000,D,Male,10220,551,0
4123,50233,1,50000,S,Male,14235,2788,1
4124,5157,0,20000,W,Male,9490,2456,0
4125,17612,1,5000,S,Female,21535,12122,5
4126,5197,0,100000,M,Male,14965,5645,2
4127,4550,1,70000,D,Female,11315,3881,3
4128,13437,1,90000,M,Male,11680,1070,1
4129,13558,1,20000,S,Male,17520,3734,0
4130,17681,1,50000,M,Female,22265,5301,0
4131,13931,1,50000,M,Male,10220,653,2
4132,13717,0,5000,M,Female,15330,2152,0
4133,31327,1,30000,M,Male,12775,4562,1
4134,6698,0,20000,D,Male,6570,0,1
4135,14754,0,5000,M,Female,19345,4198,0
4136,13289,1,90000,M,Female,18615,5733,1
4137,14640,1,5000,M,Male,21170,14278,3
4138,6787,0,90000,M,Female,8030,572,0
4139,8770,1,60000,S,Male,22265,4250,3
4140,20195,1,50000,M,Female,17155,4850,0
4141,5120,1,5000,W,Male,12045,12,0
4142,8972,1,90000,D,Male,9125,561,0
4143,6798,1,100000,M,Female,12775,3736,3
4144,7241,0,100000,S,Male,13505,6365,0
4145,4829,1,5000,S,Male,17155,8879,0
4146,23668,0,20000,S,Male,12045,1474,1
4147,17763,0,10000,M,Male,15695,1822,0
4148,12756,0,10000,S,Male,6570,0,4
4149,25867,1,5000,M,Female,15695,4086,1
4150,13403,1,20000,M,Female,10950,2568,0
4151,17862,1,100000,M,Male,12775,5639,1
4152,9945,1,5000,M,Male,16790,4325,5
4153,10549,1,100000,M,Female,21535,4764,1
4154,3417,1,80000,M,Female,21900,9573,1
4155,13948,1,70000,S,Male,9490,2002,5
4156,15156,1,80000,D,Male,9855,1802,0
4157,18113,1,80000,S,Female,8030,1425,0
4158,11539,0,40000,M,Female,13505,2162,1
4159,18211,1,60000,M,Female,8030,1326,1
4160,12025,1,30000,M,Female,11315,3996,2
4161,9900,0,20000,S,Female,18980,10137,0
4162,5114,0,40000,S,Female,22265,127,3
4163,13404,1,5000,S,Male,12045,4448,2
4164,17781,1,40000,M,Male,15695,3606,2
4165,8835,0,90000,M,Female,19345,2577,0
4166,16106,0,50000,S,Female,22265,15125,0
4167,5231,1,90000,S,Male,20805,5620,3
4168,12834,1,100000,M,Female,7665,584,1
4169,15106,1,100000,M,Female,17155,6732,0
4170,10681,1,50000,S,Male,21170,6876,1
4171,6549,1,50000,M,Male,19345,570,1
4172,12946,0,20000,S,Female,9125,2350,1
4173,8092,1,80000,S,Female,11680,2891,4
4174,25975,1,50000,S,Female,6935,135,0
4175,23161,0,70000,S,Female,20075,7209,1
4176,9678,1,5000,S,Male,18980,4871,0
4177,11861,1,80000,M,Female,18250,11416,3
4178,9958,1,90000,S,Female,6570,0,3
4179,7502,1,80000,M,Female,9125,396,3
4180,12358,1,90000,M,Male,13505,1038,1
4181,8568,0,30000,S,Female,11680,3019,1
4182,10043,1,10000,M,Male,15695,7684,1
4183,8660,1,40000,M,Female,21900,3073,4
4184,5208,0,70000,D,Female,10220,2061,1
4185,13468,1,80000,M,Male,15330,5669,1
4186,13655,1,70000,M,Male,14235,4440,1
4187,7881,1,30000,M,Female,13505,74,1
4188,5123,0,30000,D,Male,9855,68,0
4189,45275,0,10000,S,Female,22995,826,2
4190,5614,1,80000,M,Female,22265,7730,1
4191,4324,1,5000,S,Female,17520,9040,1
4192,11329,0,20000,S,Male,10950,4051,2
4193,9994,1,70000,M,Female,9490,1968,3
4194,12271,1,40000,M,Female,19345,7332,1
4195,6654,0,70000,S,Female,12045,3433,5
4196,29782,1,70000,M,Male,11680,4431,1
4197,24216,1,50000,M,Male,17520,9917,5
4198,22048,1,60000,M,Female,7300,204,1
4199,16761,1,5000,S,Female,9490,2903,1
4200,23663,1,10000,M,Female,10220,3426,0
4201,12971,1,10000,M,Male,13140,4534,1
4202,13301,1,100000,M,Male,17520,2812,1
4203,23378,1,30000,S,Female,20805,8201,2
4204,13328,0,20000,M,Male,9125,468,3
4205,16900,0,50000,D,Female,8395,406,2
4206,10805,1,100000,W,Male,18615,10301,0
4207,16017,1,30000,S,Female,8030,267,0
4208,21208,1,50000,S,Female,7665,714,0
4209,4232,1,5000,W,Female,8395,1220,0
4210,12936,0,50000,M,Female,16425,1129,4
4211,8994,1,90000,M,Female,6570,0,1
4212,7785,1,20000,M,Male,12045,2385,3
4213,5117,0,30000,S,Male,11315,687,0
4214,9017,1,80000,S,Male,15330,4289,5
4215,8258,1,70000,M,Male,10220,3533,0
4216,13295,0,40000,M,Female,20075,7017,1
4217,14892,0,20000,M,Male,10950,2665,1
4218,11460,1,100000,S,Female,18250,3294,3
4219,39559,0,80000,D,Female,13140,2327,6
4220,8022,1,10000,M,Male,10220,39,3
4221,9427,1,30000,M,Male,21900,6512,1
4222,12796,1,80000,S,Female,9490,2029,4
4223,12200,1,60000,S,Female,6570,0,3
4224,10007,1,50000,S,Male,14600,7358,3
4225,7082,1,90000,M,Female,7300,45,3
4226,6516,1,60000,M,Female,6935,169,1
4227,10597,1,5000,M,Male,20440,1262,0
4228,17227,0,100000,S,Male,11680,2999,0
4229,25510,1,5000,M,Male,12045,4106,0
4230,7921,0,60000,M,Male,7300,561,1
4231,23413,1,80000,S,Male,8030,563,2
4232,21359,0,100000,D,Male,20075,12705,5
4233,7529,1,10000,S,Female,14600,5668,0
4234,16378,0,10000,M,Female,21170,3786,2
4235,4830,0,5000,W,Male,17885,8041,2
4236,11791,1,50000,S,Female,22630,11027,4
4237,14845,1,30000,M,Female,12045,3345,1
4238,10370,1,20000,S,Female,7300,439,0
4239,8021,1,100000,S,Female,19345,8554,0
4240,12550,0,90000,D,Female,9855,2618,3
4241,7732,1,30000,M,Male,19345,2133,2
4242,9433,0,80000,M,Female,8395,434,2
4243,9097,0,60000,S,Female,12775,3091,1
4244,12931,1,10000,S,Male,11680,2841,1
4245,14708,1,80000,M,Male,14600,4744,1
4246,15730,1,10000,S,Male,9125,922,2
4247,18908,1,5000,S,Male,16790,5821,1
4248,10938,0,10000,W,Female,22630,79,1
4249,18179,0,70000,M,Female,6935,36,3
4250,11985,1,30000,M,Male,16790,3359,2
4251,19581,1,30000,M,Female,22630,1356,0
4252,8860,0,30000,M,Female,13140,3872,5
4253,8253,0,80000,D,Male,11315,3819,1
4254,21102,1,30000,S,Male,20075,10551,3
4255,7037,0,30000,S,Female,11315,2214,1
4256,19209,1,100000,M,Female,14235,769,1
4257,25497,1,70000,M,Male,6570,0,1
4258,21148,1,10000,S,Male,22265,4813,3
4259,5040,1,60000,S,Male,12045,5026,2
4260,19531,1,40000,S,Male,7665,984,1
4261,3960,1,90000,S,Female,6570,0,2
4262,8946,1,80000,S,Female,12775,2323,0
4263,33581,1,5000,W,Female,6935,230,1
4264,18613,1,100000,S,Male,17885,5018,2
4265,22550,0,50000,D,Male,19345,9433,2
4266,6822,1,10000,S,Female,14600,5254,1
4267,14913,1,10000,D,Female,22995,15316,4
4268,10412,0,30000,M,Female,16425,6789,2
4269,26029,0,60000,M,Female,12775,1739,4
4270,8786,0,100000,M,Male,20805,12997,1
4271,14196,1,30000,M,Male,21535,7333,0
4272,10458,1,10000,M,Female,20075,1059,4
4273,10397,1,10000,M,Male,22265,12719,1
4274,9671,0,50000,M,Female,18250,5827,0
4275,9334,0,100000,M,Female,16425,8942,0
4276,11850,1,90000,S,Female,6935,268,2
4277,7112,0,80000,S,Male,9125,1427,1
4278,24770,0,5000,M,Male,12045,4914,0
4279,2755,1,80000,S,Male,17885,2549,2
4280,8854,0,60000,M,Female,19345,9668,3
4281,10881,1,100000,W,Female,13505,6489,0
4282,9449,1,10000,M,Male,20440,12046,0
4283,17835,1,100000,M,Male,8395,565,2
4284,7340,1,50000,M,Male,13505,4385,3
4285,10341,1,70000,M,Male,13140,6210,1
4286,15167,1,40000,M,Male,11680,3120,3
4287,17203,1,50000,M,Male,21535,8514,0
4288,16684,1,20000,M,Female,14235,2754,2
4289,5971,1,70000,M,Male,22995,8791,1
4290,12305,1,20000,D,Female,6935,334,0
4291,11859,1,100000,M,Male,9855,1587,1
4292,13388,1,80000,M,Male,17155,780,1
4293,13410,0,60000,S,Male,9125,231,1
4294,11788,1,5000,M,Male,16790,1383,0
4295,9397,0,30000,M,Male,10950,2021,0
4296,15117,1,50000,S,Female,7665,978,4
4297,29428,1,50000,W,Female,11315,1099,1
4298,10553,1,60000,W,Female,15330,104,2
4299,10574,1,30000,S,Male,18250,8526,6
4300,4845,1,10000,D,Female,17155,3453,1
4301,4380,1,60000,S,Female,12045,3864,0
4302,18941,1,20000,S,Male,17885,2102,1
4303,8763,1,10000,S,Male,21900,10619,2
4304,7791,1,70000,S,Female,8030,83,1
4305,10675,0,60000,S,Male,11315,3324,2
4306,17016,1,5000,M,Female,12045,1227,0
4307,9348,1,90000,M,Male,13140,4584,3
4308,3402,1,80000,M,Female,16425,8243,0
4309,14004,1,40000,M,Female,20075,4950,2
4310,16740,0,70000,D,Male,7300,689,0
4311,29960,0,40000,S,Female,7665,274,3
4312,12207,1,60000,S,Female,9125,680,3
4313,20622,0,70000,M,Male,13505,167,1
4314,25620,0,60000,D,Male,11315,3594,1
4315,7821,0,70000,M,Female,13870,4458,0
4316,5622,0,90000,M,Male,9125,844,1
4317,11416,1,40000,D,Female,6935,174,1
4318,18488,1,10000,M,Female,6935,334,1
4319,12524,1,70000,S,Male,10220,1273,0
4320,11432,1,10000,S,Male,21535,7740,4
4321,21964,0,50000,S,Female,10220,2550,2
4322,14143,0,80000,W,Male,15695,1759,4
4323,13723,0,80000,S,Female,11315,4065,2
4324,28673,1,90000,S,Female,17520,9273,1
4325,3943,1,30000,M,Male,17885,10005,0
4326,6229,1,30000,S,Female,11315,531,3
4327,8777,1,50000,M,Female,16790,3537,1
4328,21862,1,40000,M,Male,9855,2799,2
4329,7925,1,10000,S,Female,15330,3319,3
4330,11644,1,70000,M,Female,16790,8285,0
4331,8405,1,50000,M,Female,10950,3630,0
4332,4704,1,10000,M,Female,8030,1026,0
4333,15527,0,90000,M,Female,7665,235,3
4334,11568,1,30000,M,Female,9125,184,0
4335,20886,0,40000,W,Female,22630,7297,0
4336,19010,1,40000,M,Female,17520,3053,1
4337,12548,1,5000,M,Male,14600,7756,1
4338,9396,1,20000,M,Female,16425,8434,4
4339,12648,1,20000,M,Male,7665,892,1
4340,13294,0,40000,S,Female,12775,4615,0
4341,10537,1,90000,S,Female,13140,544,0
4342,14746,1,30000,W,Male,9855,2862,0
4343,24491,0,20000,S,Male,17155,3151,6
4344,16382,1,50000,D,Male,10950,2929,0
4345,16859,1,40000,W,Male,16790,9680,3
4346,11009,1,30000,M,Male,9855,2337,4
4347,12836,0,40000,M,Male,18250,4148,1
4348,3233,1,50000,D,Male,9490,2175,0
4349,28089,1,60000,S,Female,8030,715,4
4350,14359,1,20000,M,Male,13505,192,5
4351,14528,0,30000,M,Male,17155,9955,0
4352,12663,1,40000,M,Female,18615,4939,6
4353,24649,1,5000,W,Female,15695,3951,4
4354,6023,1,80000,S,Female,13140,1602,0
4355,9249,1,20000,S,Female,18615,5555,0
4356,16903,1,40000,M,Male,19345,4416,1
4357,14860,0,20000,S,Male,9855,1402,1
4358,9351,1,100000,M,Female,7300,149,1
4359,10887,1,5000,M,Male,22630,14418,0
4360,12231,0,100000,M,Male,14965,8349,0
4361,6020,0,70000,S,Male,7300,348,3
4362,33310,0,40000,M,Female,22265,12076,0
4363,5544,1,70000,S,Female,17155,3935,0
4364,22455,1,60000,M,Female,7665,344,2
4365,30257,0,40000,S,Male,11315,3120,0
4366,9588,1,50000,S,Female,17520,6093,1
4367,22808,1,100000,M,Female,19345,1370,4
4368,24889,1,30000,M,Male,22265,6397,1
4369,8685,1,40000,S,Female,8395,11,3
4370,9892,1,70000,M,Male,16790,2934,0
4371,14398,0,20000,S,Female,6935,295,0
4372,6013,1,70000,M,Female,15330,4053,4
4373,10833,0,50000,S,Male,13140,862,1
4374,19371,1,10000,D,Male,21535,14461,3
4375,17787,1,50000,S,Male,11315,711,3
4376,11760,0,40000,M,Male,20805,6999,0
4377,7696,1,90000,S,Female,16790,5264,2
4378,6672,1,90000,S,Male,10220,2717,0
4379,8700,1,10000,M,Male,9855,1443,0
4380,10538,0,40000,S,Female,13505,5592,2
4381,8571,0,80000,M,Female,17155,3343,1
4382,19777,0,80000,M,Male,8030,310,1
4383,6226,1,10000,S,Female,15695,7588,1
4384,14819,1,50000,M,Female,11680,1923,0
4385,17266,1,70000,S,Male,22265,12137,0
4386,2457,1,20000,D,Female,21170,4210,3
4387,18398,0,30000,M,Male,20440,6114,1
4388,7940,1,90000,M,Male,6570,0,0
4389,22996,0,40000,S,Female,6570,0,2
4390,7629,1,60000,W,Male,6935,102,0
4391,9034,0,40000,M,Female,13870,2579,4
4392,4796,1,5000,W,Female,9125,1324,1
4393,15316,1,50000,M,Female,12775,4167,0
4394,8430,1,10000,S,Female,8395,816,1
4395,15469,1,30000,S,Female,17885,10524,1
4396,19473,1,10000,W,Male,9855,3273,3
4397,12626,0,80000,M,Female,6570,0,2
4398,14936,1,5000,S,Female,6935,125,2
4399,33231,0,50000,S,Male,20440,8309,0
4400,23712,1,100000,M,Female,14600,2496,1
4401,11143,1,50000,M,Male,12045,458,6
4402,7742,0,100000,M,Male,7665,453,3
4403,7875,0,90000,S,Female,12045,4292,0
4404,26853,1,20000,M,Female,19345,8989,4
4405,12636,1,60000,W,Female,22995,4225,3
4406,5411,1,40000,M,Male,10950,1056,0
4407,9046,1,60000,S,Female,6935,362,1
4408,18102,1,5000,D,Female,14965,5245,1
4409,3776,1,40000,S,Female,11315,1684,2
4410,10817,1,50000,W,Female,7665,832,2
4411,16968,0,70000,M,Male,8395,1015,2
4412,13353,1,50000,S,Male,7300,299,2
4413,6059,1,50000,S,Male,21170,12459,1
4414,8876,1,50000,M,Female,6570,0,1
4415,12011,0,60000,M,Male,10950,2888,1
4416,12939,1,20000,M,Female,9125,2317,1
4417,14228,0,50000,D,Female,14600,6149,2
4418,20308,1,5000,M,Female,18250,9012,3
4419,14259,0,5000,M,Female,6935,134,1
4420,9174,0,20000,S,Male,8395,102,1
4421,14454,1,50000,S,Female,14235,3063,3
4422,6976,1,90000,M,Male,6935,252,1
4423,12069,1,80000,M,Male,13870,245,0
4424,9348,0,80000,M,Male,15695,3754,0
4425,13858,0,60000,M,Female,8030,1348,0
4426,16256,0,10000,S,Male,16425,4813,1
4427,12044,0,50000,M,Female,18250,9826,0
4428,11622,1,80000,S,Male,21170,2206,1
4429,5730,1,5000,S,Male,13140,4785,4
4430,11345,0,80000,M,Female,7665,163,0
4431,10321,1,70000,S,Male,17520,3229,0
4432,4440,0,40000,M,Female,7300,270,2
4433,5738,0,50000,M,Male,22265,10200,1
4434,20031,1,80000,D,Male,18980,7862,4
4435,11027,1,20000,M,Male,16790,605,2
4436,15166,1,20000,M,Female,10950,3251,1
4437,9431,1,40000,S,Male,16425,3420,2
4438,12077,0,100000,S,Male,14235,4759,4
4439,8359,1,70000,S,Male,15695,2184,1
4440,10443,1,100000,W,Male,15695,5445,0
4441,18450,0,100000,M,Female,7300,553,2
4442,4362,1,50000,M,Female,16425,5318,1
4443,8379,0,40000,M,Female,20440,6383,1
4444,11706,1,10000,M,Female,14600,1686,0
4445,6262,1,10000,M,Male,8395,288,1
4446,8181,0,30000,S,Male,18250,4182,1
4447,12288,0,10000,M,Female,21170,2461,2
4448,14504,1,90000,S,Male,14235,5596,2
4449,4109,1,60000,W,Male,15695,4150,2
4450,13389,1,30000,D,Female,10220,1128,0
4451,11766,1,5000,W,Female,16790,4739,0
4452,26260,0,40000,S,Male,11680,3431,1
4453,13622,0,40000,S,Male,12775,5955,1
4454,18693,0,70000,S,Female,22265,6666,0
4455,19810,0,10000,M,Male,15695,6195,3
4456,14941,0,80000,M,Male,9125,2507,2
4457,8062,0,70000,M,Female,15330,7357,1
4458,19684,1,30000,M,Female,13505,5274,4
4459,31712,0,80000,S,Male,8395,730,2
4460,9857,1,20000,M,Male,22995,13658,1
4461,14569,0,70000,S,Male,14235,7371,2
4462,10038,1,30000,M,Female,6935,251,0
4463,18992,1,5000,M,Female,7300,713,1
4464,5183,0,100000,M,Female,12775,1274,2
4465,15949,0,5000,M,Female,8395,417,0
4466,8942,1,5000,D,Male,9490,1249,1
4467,17472,1,60000,D,Female,10950,1231,2
4468,15223,1,50000,W,Female,11680,4592,0
4469,8113,1,100000,M,Female,10950,2510,2
4470,22384,0,70000,W,Male,18250,10101,0
4471,11652,0,30000,M,Female,18615,4726,4
4472,10756,1,5000,S,Female,17520,2285,1
4473,10595,0,100000,S,Female,16425,958,1
4474,12594,0,80000,D,Female,14235,5072,0
4475,13798,1,30000,W,Female,10950,3952,4
4476,14846,0,60000,W,Female,13870,5161,1
4477,4506,0,10000,S,Female,15330,7895,2
4478,6357,1,90000,S,Female,9855,58,0
4479,9702,0,100000,D,Male,6935,309,3
4480,19087,0,20000,M,Male,22265,9550,0
4481,6432,0,40000,S,Female,18250,4374,3
4482,4570,1,20000,M,Male,15330,4527,0
4483,17568,1,90000,M,Female,9125,2366,2
4484,7763,1,10000,S,Male,22995,15006,0
4485,7658,0,80000,S,Male,12045,2630,0
4486,17908,1,80000,D,Male,9125,984,1
4487,10017,1,60000,M,Female,16790,6891,0
4488,8746,1,90000,M,Male,18250,4394,0
4489,17471,1,90000,W,Male,9490,524,0
4490,32254,1,30000,M,Female,13870,1335,1
4491,9570,1,60000,W,Female,21170,11981,1
4492,7300,1,30000,S,Male,19345,8516,4
4493,8235,0,70000,S,Female,6935,237,3
4494,19565,1,90000,S,Male,22995,10320,1
4495,4717,0,70000,M,Male,7300,473,1
4496,9338,0,20000,S,Female,10220,3177,0
4497,12465,0,60000,M,Female,14600,4965,1
4498,9246,1,90000,S,Male,14965,3610,1
4499,15347,0,80000,S,Male,18615,1618,0
4500,19686,0,100000,M,Male,17885,2309,2
4501,13668,1,60000,D,Female,13505,1604,1
4502,20559,1,70000,D,Male,8395,828,4
4503,12125,1,40000,S,Male,12045,415,0
4504,63394,1,40000,S,Female,11680,173,2
4505,11719,1,5000,M,Male,16425,8017,0
4506,5970,1,70000,M,Male,8030,83,1
4507,13561,1,5000,S,Female,8030,368,0
4508,10945,1,50000,M,Female,20805,4114,0
4509,4030,1,60000,M,Female,21535,10726,1
4510,3472,0,10000,S,Female,13870,937,0
4511,7507,0,100000,S,Male,10950,848,1
4512,19118,1,20000,W,Female,18980,8335,5
4513,9154,1,100000,M,Male,7665,673,5
4514,16006,1,10000,S,Male,12045,4638,1
4515,17150,1,40000,M,Female,14600,5482,3
4516,7812,1,100000,M,Male,9125,960,3
4517,3847,1,5000,M,Male,11680,340,3
4518,16566,1,100000,S,Male,12775,6004,0
4519,21048,1,5000,S,Male,15695,1117,0
4520,6744,0,20000,W,Female,20440,1551,1
4521,15598,1,5000,W,Female,16790,3400,0
4522,11121,0,100000,S,Male,21535,8100,3
4523,17166,0,90000,S,Male,9855,2390,1
4524,9111,0,5000,D,Female,12775,1769,0
4525,8693,0,70000,M,Female,16790,8484,1
4526,10151,1,100000,S,Female,13140,5737,0
4527,24368,0,70000,M,Male,16790,6731,1
4528,14936,1,20000,D,Female,11680,4694,2
4529,5751,0,30000,M,Male,11680,2872,2
4530,7115,1,100000,M,Female,15695,1609,1
4531,7432,0,50000,M,Male,18250,3324,2
4532,16758,0,10000,S,Female,11315,357,2
4533,10823,0,70000,M,Male,22265,5804,1
4534,7089,1,70000,D,Male,18250,2167,2
4535,9680,0,100000,M,Female,15330,1184,2
4536,11303,1,30000,M,Male,19345,1598,1
4537,9537,0,30000,M,Female,21535,5276,0
4538,9759,1,70000,M,Male,16790,3615,1
4539,5533,1,90000,S,Female,16790,7921,1
4540,18263,0,100000,M,Female,8395,475,0
4541,9107,1,100000,S,Female,9490,367,0
4542,18228,1,30000,M,Female,9125,2492,3
4543,18756,0,90000,M,Female,13505,373,1
4544,12614,1,70000,S,Female,15330,7168,1
4545,14833,1,80000,S,Female,17520,9472,1
4546,5619,1,70000,D,Female,16425,1631,1
4547,22790,1,5000,D,Female,14235,7084,1
4548,6544,0,50000,M,Female,10950,3876,1
4549,8982,1,50000,S,Female,20805,12509,1
4550,22583,0,5000,S,Male,16425,7737,0
4551,9825,0,5000,M,Female,12775,3970,3
4552,3489,1,70000,S,Female,12775,752,1
4553,11505,0,10000,S,Female,12045,2104,3
4554,9739,1,5000,M,Male,21535,13747,0
4555,5160,1,80000,D,Male,6570,0,1
4556,6188,1,70000,M,Female,18615,11435,1
4557,41872,1,10000,S,Male,12045,5467,1
4558,11024,0,60000,W,Female,21170,10937,0
4559,15260,1,50000,M,Male,19345,8273,1
4560,7190,1,20000,M,Male,12775,3779,1
4561,21249,0,20000,D,Female,12045,1086,1
4562,8813,1,10000,M,Female,15330,3817,1
4563,9397,1,10000,S,Male,18615,12013,1
4564,13738,0,70000,M,Female,8395,120,3
4565,5109,0,80000,S,Female,17885,9343,1
4566,15165,1,90000,D,Female,16425,3053,0
4567,6402,1,20000,W,Male,19345,1437,0
4568,10318,1,10000,S,Female,15695,7190,0
4569,5937,0,40000,M,Female,18980,8701,0
4570,6428,1,70000,S,Female,13870,787,2
4571,23036,0,30000,M,Female,14965,8336,2
4572,8867,0,80000,M,Male,16790,3414,3
4573,10449,1,60000,S,Male,11315,2793,1
4574,28105,1,90000,M,Male,13140,5803,3
4575,13323,0,80000,S,Male,14600,474,1
4576,10370,1,40000,M,Female,17885,9678,0
4577,6567,1,10000,S,Female,15330,6844,0
